"cli -c ""show log messages|no-more ""  " 
"Nov 12 00:36:50.699  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP3: ENTITY trap generated: entStateOperDisabled (entPhysicalIndex 30, entStateAdmin 2, entStateAlarm 6)"
"Nov 12 00:36:50.699  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP7: SNMP trap generated: Fru Failed (jnxFruContentsIndex 7, jnxFruL1Index 9, jnxFruL2Index 0, jnxFruL3Index 0, jnxFruName FPC: MPCE Type 3 3D @ 8/*/*, jnxFruType 3, jnxFruSlot 8)"
"Nov 12 00:36:53.972  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP10: SNMP trap generated: FRU power on (jnxFruContentsIndex 7, jnxFruL1Index 5, jnxFruL2Index 0, jnxFruL3Index 0, jnxFruName FPC: MPC4E 3D 2CGE+8XGE @ 4/*/*, jnxFruType 3, jnxFruSlot 4, jnxFruOfflineReason 2, jnxFruLastPowerOff 0, jnxFruLastPowerOn 65365087)"
"Nov 12 00:37:05.135  timex-re0 chassisd[21683]: %DAEMON-3-CHASSISD_POWER_CHECK: FPC 4 not powering up"
"Nov 12 00:37:05.135  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP3: ENTITY trap generated: entStateOperDisabled (entPhysicalIndex 26, entStateAdmin 2, entStateAlarm 6)"
"Nov 12 00:37:05.135  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP0: ENTITY trap generated: entConfigChanged"
"Nov 12 00:37:05.375  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP10: SNMP trap generated: Fru Offline (jnxFruContentsIndex 7, jnxFruL1Index 5, jnxFruL2Index 0, jnxFruL3Index 0, jnxFruName FPC: MPC4E 3D 2CGE+8XGE @ 4/*/*, jnxFruType 3, jnxFruSlot 4, jnxFruOfflineReason 3, jnxFruLastPowerOff 0, jnxFruLastPowerOn 65365087)"
"Nov 12 00:37:05.375  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP3: ENTITY trap generated: entStateOperDisabled (entPhysicalIndex 26, entStateAdmin 2, entStateAlarm 6)"
"Nov 12 00:37:05.375  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP7: SNMP trap generated: Fru Failed (jnxFruContentsIndex 7, jnxFruL1Index 5, jnxFruL2Index 0, jnxFruL3Index 0, jnxFruName FPC: MPC4E 3D 2CGE+8XGE @ 4/*/*, jnxFruType 3, jnxFruSlot 4)"
"Nov 12 00:37:06.300  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP10: SNMP trap generated: FRU power on (jnxFruContentsIndex 7, jnxFruL1Index 9, jnxFruL2Index 0, jnxFruL3Index 0, jnxFruName FPC: MPCE Type 3 3D @ 8/*/*, jnxFruType 3, jnxFruSlot 8, jnxFruOfflineReason 2, jnxFruLastPowerOff 0, jnxFruLastPowerOn 65366320)"
"Nov 12 00:37:16.713  timex-re0 chassisd[21683]: %DAEMON-3-CHASSISD_POWER_CHECK: FPC 8 not powering up"
"Nov 12 00:37:16.713  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP3: ENTITY trap generated: entStateOperDisabled (entPhysicalIndex 30, entStateAdmin 2, entStateAlarm 6)"
"Nov 12 00:37:16.713  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP0: ENTITY trap generated: entConfigChanged"
"Nov 12 00:37:16.953  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP10: SNMP trap generated: Fru Offline (jnxFruContentsIndex 7, jnxFruL1Index 9, jnxFruL2Index 0, jnxFruL3Index 0, jnxFruName FPC: MPCE Type 3 3D @ 8/*/*, jnxFruType 3, jnxFruSlot 8, jnxFruOfflineReason 3, jnxFruLastPowerOff 0, jnxFruLastPowerOn 65366320)"
"Nov 12 00:37:16.953  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP3: ENTITY trap generated: entStateOperDisabled (entPhysicalIndex 30, entStateAdmin 2, entStateAlarm 6)"
"Nov 12 00:37:16.953  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP7: SNMP trap generated: Fru Failed (jnxFruContentsIndex 7, jnxFruL1Index 9, jnxFruL2Index 0, jnxFruL3Index 0, jnxFruName FPC: MPCE Type 3 3D @ 8/*/*, jnxFruType 3, jnxFruSlot 8)"
"Nov 12 00:37:19.384  timex-re0 : %PFE-3: fpc3 CMLC: Error writing 'FPC Ready' msg to pipe"
"Nov 12 00:37:19.428  timex-re0 : %PFE-3: fpc3 CMLC: Error writing 'QXM I2C DATA' msg to pipe"
"Nov 12 00:37:19.510  timex-re0 : %PFE-3: fpc3 CMLC: Master closed connection (errno=38)"
"Nov 12 00:37:19.743  timex-re0 : %PFE-0: fpc3 CMLC: Chassis Manager terminated"
"Nov 12 00:37:20.668  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP10: SNMP trap generated: FRU power on (jnxFruContentsIndex 7, jnxFruL1Index 5, jnxFruL2Index 0, jnxFruL3Index 0, jnxFruName FPC: MPC4E 3D 2CGE+8XGE @ 4/*/*, jnxFruType 3, jnxFruSlot 4, jnxFruOfflineReason 2, jnxFruLastPowerOff 0, jnxFruLastPowerOn 65367757)"
"Nov 12 00:37:31.458  timex-re0 chassisd[21683]: %DAEMON-3-CHASSISD_POWER_CHECK: FPC 4 not powering up"
"Nov 12 00:37:31.458  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP3: ENTITY trap generated: entStateOperDisabled (entPhysicalIndex 26, entStateAdmin 2, entStateAlarm 6)"
"Nov 12 00:37:31.458  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP0: ENTITY trap generated: entConfigChanged"
"Nov 12 00:37:31.697  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP10: SNMP trap generated: Fru Offline (jnxFruContentsIndex 7, jnxFruL1Index 5, jnxFruL2Index 0, jnxFruL3Index 0, jnxFruName FPC: MPC4E 3D 2CGE+8XGE @ 4/*/*, jnxFruType 3, jnxFruSlot 4, jnxFruOfflineReason 3, jnxFruLastPowerOff 0, jnxFruLastPowerOn 65367757)"
"Nov 12 00:37:31.697  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP3: ENTITY trap generated: entStateOperDisabled (entPhysicalIndex 26, entStateAdmin 2, entStateAlarm 6)"
"Nov 12 00:37:31.698  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP7: SNMP trap generated: Fru Failed (jnxFruContentsIndex 7, jnxFruL1Index 5, jnxFruL2Index 0, jnxFruL3Index 0, jnxFruName FPC: MPC4E 3D 2CGE+8XGE @ 4/*/*, jnxFruType 3, jnxFruSlot 4)"
"Nov 12 00:37:32.622  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP10: SNMP trap generated: FRU power on (jnxFruContentsIndex 7, jnxFruL1Index 9, jnxFruL2Index 0, jnxFruL3Index 0, jnxFruName FPC: MPCE Type 3 3D @ 8/*/*, jnxFruType 3, jnxFruSlot 8, jnxFruOfflineReason 2, jnxFruLastPowerOff 0, jnxFruLastPowerOn 65368952)"
"Nov 12 00:37:42.949  timex-re0 kernel: %KERN-5: tcp_timer_keep: Dropping socket connection due to keepalive timer expiration, idle/intvl/cnt: 1000/500/5"
"Nov 12 00:37:42.949  timex-re0 kernel: %KERN-5: tcp_timer_keep:Local(0x80000001:33072) Foreign(0x80000013:12298)"
"Nov 12 00:37:44.340  timex-re0 chassisd[21683]: %DAEMON-3-CHASSISD_POWER_CHECK: FPC 8 not powering up"
"Nov 12 00:37:44.340  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP3: ENTITY trap generated: entStateOperDisabled (entPhysicalIndex 30, entStateAdmin 2, entStateAlarm 6)"
"Nov 12 00:37:44.340  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP0: ENTITY trap generated: entConfigChanged"
"Nov 12 00:37:44.579  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP10: SNMP trap generated: Fru Offline (jnxFruContentsIndex 7, jnxFruL1Index 9, jnxFruL2Index 0, jnxFruL3Index 0, jnxFruName FPC: MPCE Type 3 3D @ 8/*/*, jnxFruType 3, jnxFruSlot 8, jnxFruOfflineReason 3, jnxFruLastPowerOff 0, jnxFruLastPowerOn 65368952)"
"Nov 12 00:37:44.580  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP3: ENTITY trap generated: entStateOperDisabled (entPhysicalIndex 30, entStateAdmin 2, entStateAlarm 6)"
"Nov 12 00:37:44.580  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP7: SNMP trap generated: Fru Failed (jnxFruContentsIndex 7, jnxFruL1Index 9, jnxFruL2Index 0, jnxFruL3Index 0, jnxFruName FPC: MPCE Type 3 3D @ 8/*/*, jnxFruType 3, jnxFruSlot 8)"
"Nov 12 00:37:44.999  timex-re0 kernel: %KERN-5: tcp_timer_keep: Dropping socket connection due to keepalive timer expiration, idle/intvl/cnt: 1000/1000/5"
"Nov 12 00:37:44.999  timex-re0 kernel: %KERN-5: tcp_timer_keep:Local(0x80000001:32780) Foreign(0x80000013:12294)"
"Nov 12 00:37:44.999  timex-re0 kernel: %KERN-5: tcp_timer_keep: Dropping socket connection due to keepalive timer expiration, idle/intvl/cnt: 1000/1000/5"
"Nov 12 00:37:44.999  timex-re0 kernel: %KERN-5: tcp_timer_keep:Local(0x80000001:6234) Foreign(0x80000013:12293)"
"Nov 12 00:37:44.999  timex-re0 kernel: %KERN-4: peer_input_pending_internal: 6078: peer class: 0, type: 17, index: 3, vksid: 0, state: 2 reported a so_error 60"
"Nov 12 00:37:44.999  timex-re0 kernel: %KERN-4: peer_input_pending_internal: 6078: peer class: 0, type: 17, index: 3, vksid: 0, state: 2 reported a so_error 60"
"Nov 12 00:37:44.999  timex-re0 kernel: %KERN-4: peer_inputs: 6385: Closing connection peer class: 0, type: 17, index: 3, vksid: 0, state: 2, err 5"
"Nov 12 00:37:45.419  timex-re0 kernel: %KERN-5: tcp_timer_keep: Dropping socket connection due to keepalive timer expiration, idle/intvl/cnt: 1000/1000/5"
"Nov 12 00:37:45.419  timex-re0 kernel: %KERN-5: tcp_timer_keep:Local(0x80000001:6157) Foreign(0x80000013:12296)"
"Nov 12 00:37:45.419  timex-re0 kernel: %KERN-5: tcp_timer_keep: Dropping socket connection due to keepalive timer expiration, idle/intvl/cnt: 1000/1000/5"
"Nov 12 00:37:45.419  timex-re0 kernel: %KERN-5: tcp_timer_keep:Local(0x80000001:6166) Foreign(0x80000013:12297)"
"Nov 12 00:37:47.647  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP10: SNMP trap generated: FRU power on (jnxFruContentsIndex 7, jnxFruL1Index 5, jnxFruL2Index 0, jnxFruL3Index 0, jnxFruName FPC: MPC4E 3D 2CGE+8XGE @ 4/*/*, jnxFruType 3, jnxFruSlot 4, jnxFruOfflineReason 2, jnxFruLastPowerOff 0, jnxFruLastPowerOn 65370455)"
"Nov 12 00:37:48.252  timex-re0 rpd[22151]: %DAEMON-4: bgp_listen_accept: Connection attempt from unconfigured neighbor: 192.168.0.6+53773"
"Nov 12 00:37:48.252  timex-re0 rpd[22151]: %DAEMON-4: bgp_listen_accept:5634: NOTIFICATION sent to 192.168.0.6+53773 (proto): code 6 (Cease) subcode 5 (Connection Rejected), Reason: Connection attempt from unconfigured neighbor: 192.168.0.6+53773"
"Nov 12 00:37:57.828  timex-re0 rpd[22151]: %DAEMON-4: bgp_listen_accept: Connection attempt from unconfigured neighbor: 192.168.0.31+53804"
"Nov 12 00:37:57.828  timex-re0 rpd[22151]: %DAEMON-4: bgp_listen_accept:5634: NOTIFICATION sent to 192.168.0.31+53804 (proto): code 6 (Cease) subcode 5 (Connection Rejected), Reason: Connection attempt from unconfigured neighbor: 192.168.0.31+53804"
"Nov 12 00:37:57.879  timex-re0 rpd[22151]: %DAEMON-4: bgp_listen_accept: Connection attempt from unconfigured neighbor: 192.168.0.7+56364"
"Nov 12 00:37:57.879  timex-re0 rpd[22151]: %DAEMON-4: bgp_listen_accept:5634: NOTIFICATION sent to 192.168.0.7+56364 (proto): code 6 (Cease) subcode 5 (Connection Rejected), Reason: Connection attempt from unconfigured neighbor: 192.168.0.7+56364"
"Nov 12 00:37:58.189  timex-re0 chassisd[21683]: %DAEMON-3-CHASSISD_POWER_CHECK: FPC 4 not powering up"
"Nov 12 00:37:58.189  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP3: ENTITY trap generated: entStateOperDisabled (entPhysicalIndex 26, entStateAdmin 2, entStateAlarm 6)"
"Nov 12 00:37:58.189  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP0: ENTITY trap generated: entConfigChanged"
"Nov 12 00:37:58.423  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP10: SNMP trap generated: Fru Offline (jnxFruContentsIndex 7, jnxFruL1Index 5, jnxFruL2Index 0, jnxFruL3Index 0, jnxFruName FPC: MPC4E 3D 2CGE+8XGE @ 4/*/*, jnxFruType 3, jnxFruSlot 4, jnxFruOfflineReason 3, jnxFruLastPowerOff 0, jnxFruLastPowerOn 65370455)"
"Nov 12 00:37:58.424  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP3: ENTITY trap generated: entStateOperDisabled (entPhysicalIndex 26, entStateAdmin 2, entStateAlarm 6)"
"Nov 12 00:37:58.424  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP7: SNMP trap generated: Fru Failed (jnxFruContentsIndex 7, jnxFruL1Index 5, jnxFruL2Index 0, jnxFruL3Index 0, jnxFruName FPC: MPC4E 3D 2CGE+8XGE @ 4/*/*, jnxFruType 3, jnxFruSlot 4)"
"Nov 12 00:37:59.344  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP10: SNMP trap generated: FRU power on (jnxFruContentsIndex 7, jnxFruL1Index 9, jnxFruL2Index 0, jnxFruL3Index 0, jnxFruName FPC: MPCE Type 3 3D @ 8/*/*, jnxFruType 3, jnxFruSlot 8, jnxFruOfflineReason 2, jnxFruLastPowerOff 0, jnxFruLastPowerOn 65371624)"
"Nov 12 00:38:09.500  timex-re0 : %PFE-5: fpc3 Ukern event counter Sock_tx init delayed"
"Nov 12 00:38:09.500  timex-re0 : %PFE-5: fpc3 Ukern event counter Sock_rx init delayed"
"Nov 12 00:38:10.573  timex-re0 : %PFE-3: fpc3 CLKSYNC: failed to connect to Master"
"Nov 12 00:38:10.786  timex-re0 : %PFE-3: fpc3 RDMAN: Failed to connect to peer."
"Nov 12 00:38:10.923  timex-re0 chassisd[21683]: %DAEMON-3-CHASSISD_POWER_CHECK: FPC 8 not powering up"
"Nov 12 00:38:10.923  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP3: ENTITY trap generated: entStateOperDisabled (entPhysicalIndex 30, entStateAdmin 2, entStateAlarm 6)"
"Nov 12 00:38:10.923  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP0: ENTITY trap generated: entConfigChanged"
"Nov 12 00:38:11.165  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP10: SNMP trap generated: Fru Offline (jnxFruContentsIndex 7, jnxFruL1Index 9, jnxFruL2Index 0, jnxFruL3Index 0, jnxFruName FPC: MPCE Type 3 3D @ 8/*/*, jnxFruType 3, jnxFruSlot 8, jnxFruOfflineReason 3, jnxFruLastPowerOff 0, jnxFruLastPowerOn 65371624)"
"Nov 12 00:38:11.167  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP3: ENTITY trap generated: entStateOperDisabled (entPhysicalIndex 30, entStateAdmin 2, entStateAlarm 6)"
"Nov 12 00:38:11.169  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP7: SNMP trap generated: Fru Failed (jnxFruContentsIndex 7, jnxFruL1Index 9, jnxFruL2Index 0, jnxFruL3Index 0, jnxFruName FPC: MPCE Type 3 3D @ 8/*/*, jnxFruType 3, jnxFruSlot 8)"
"Nov 12 00:38:12.046  timex-re0 : %PFE-3: fpc3 L2ALM: failed to connect to Master"
"Nov 12 00:38:13.293  timex-re0 : %PFE-5: fpc3 Ukern event counter Rt_add init delayed"
"Nov 12 00:38:13.364  timex-re0 : %PFE-5: fpc3 Ukern event counter Rt_chg init delayed"
"Nov 12 00:38:13.438  timex-re0 : %PFE-5: fpc3 Ukern event counter Rt_del init delayed"
"Nov 12 00:38:13.801  timex-re0 : %PFE-5: fpc3 Ukern event counter NH_add init delayed"
"Nov 12 00:38:13.875  timex-re0 : %PFE-5: fpc3 Ukern event counter NH_chg init delayed"
"Nov 12 00:38:13.945  timex-re0 : %PFE-5: fpc3 Ukern event counter NH_del init delayed"
"Nov 12 00:38:14.242  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP10: SNMP trap generated: FRU power on (jnxFruContentsIndex 7, jnxFruL1Index 5, jnxFruL2Index 0, jnxFruL3Index 0, jnxFruName FPC: MPC4E 3D 2CGE+8XGE @ 4/*/*, jnxFruType 3, jnxFruSlot 4, jnxFruOfflineReason 2, jnxFruLastPowerOff 0, jnxFruLastPowerOn 65373114)"
"Nov 12 00:38:14.399  timex-re0 : %PFE-5: fpc3 pfe_pme_max 25"
"Nov 12 00:38:16.848  timex-re0 : %PFE-5: fpc3 CLKSYNC: master RE connection made"
"Nov 12 00:38:17.097  timex-re0 : %PFE-5: fpc3 L2ALM master RE connection made"
"Nov 12 00:38:23.365  timex-re0 rpd[22151]: %DAEMON-4: bgp_listen_accept: Connection attempt from unconfigured neighbor: 192.168.0.22+61534"
"Nov 12 00:38:23.365  timex-re0 rpd[22151]: %DAEMON-4: bgp_listen_accept:5634: NOTIFICATION sent to 192.168.0.22+61534 (proto): code 6 (Cease) subcode 5 (Connection Rejected), Reason: Connection attempt from unconfigured neighbor: 192.168.0.22+61534"
"Nov 12 00:38:26.461  timex-re0 chassisd[21683]: %DAEMON-3-CHASSISD_POWER_CHECK: FPC 4 not powering up"
"Nov 12 00:38:26.461  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP3: ENTITY trap generated: entStateOperDisabled (entPhysicalIndex 26, entStateAdmin 2, entStateAlarm 6)"
"Nov 12 00:38:26.462  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP0: ENTITY trap generated: entConfigChanged"
"Nov 12 00:38:26.702  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP10: SNMP trap generated: Fru Offline (jnxFruContentsIndex 7, jnxFruL1Index 5, jnxFruL2Index 0, jnxFruL3Index 0, jnxFruName FPC: MPC4E 3D 2CGE+8XGE @ 4/*/*, jnxFruType 3, jnxFruSlot 4, jnxFruOfflineReason 3, jnxFruLastPowerOff 0, jnxFruLastPowerOn 65373114)"
"Nov 12 00:38:26.702  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP3: ENTITY trap generated: entStateOperDisabled (entPhysicalIndex 26, entStateAdmin 2, entStateAlarm 6)"
"Nov 12 00:38:26.702  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP7: SNMP trap generated: Fru Failed (jnxFruContentsIndex 7, jnxFruL1Index 5, jnxFruL2Index 0, jnxFruL3Index 0, jnxFruName FPC: MPC4E 3D 2CGE+8XGE @ 4/*/*, jnxFruType 3, jnxFruSlot 4)"
"Nov 12 00:38:27.627  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP10: SNMP trap generated: FRU power on (jnxFruContentsIndex 7, jnxFruL1Index 9, jnxFruL2Index 0, jnxFruL3Index 0, jnxFruName FPC: MPCE Type 3 3D @ 8/*/*, jnxFruType 3, jnxFruSlot 8, jnxFruOfflineReason 2, jnxFruLastPowerOff 0, jnxFruLastPowerOn 65374453)"
"Nov 12 00:38:32.221  timex-re0 rpd[22151]: %DAEMON-4: bgp_listen_accept: Connection attempt from unconfigured neighbor: 192.168.0.34+56119"
"Nov 12 00:38:32.221  timex-re0 rpd[22151]: %DAEMON-4: bgp_listen_accept:5634: NOTIFICATION sent to 192.168.0.34+56119 (proto): code 6 (Cease) subcode 5 (Connection Rejected), Reason: Connection attempt from unconfigured neighbor: 192.168.0.34+56119"
"Nov 12 00:38:37.007  timex-re0 rpd[22151]: %DAEMON-4: bgp_listen_accept: Connection attempt from unconfigured neighbor: 192.168.0.33+50507"
"Nov 12 00:38:37.007  timex-re0 rpd[22151]: %DAEMON-4: bgp_listen_accept:5634: NOTIFICATION sent to 192.168.0.33+50507 (proto): code 6 (Cease) subcode 5 (Connection Rejected), Reason: Connection attempt from unconfigured neighbor: 192.168.0.33+50507"
"Nov 12 00:38:38.882  timex-re0 chassisd[21683]: %DAEMON-3-CHASSISD_POWER_CHECK: FPC 8 not powering up"
"Nov 12 00:38:38.882  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP3: ENTITY trap generated: entStateOperDisabled (entPhysicalIndex 30, entStateAdmin 2, entStateAlarm 6)"
"Nov 12 00:38:38.882  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP0: ENTITY trap generated: entConfigChanged"
"Nov 12 00:38:39.122  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP10: SNMP trap generated: Fru Offline (jnxFruContentsIndex 7, jnxFruL1Index 9, jnxFruL2Index 0, jnxFruL3Index 0, jnxFruName FPC: MPCE Type 3 3D @ 8/*/*, jnxFruType 3, jnxFruSlot 8, jnxFruOfflineReason 3, jnxFruLastPowerOff 0, jnxFruLastPowerOn 65374453)"
"Nov 12 00:38:39.122  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP3: ENTITY trap generated: entStateOperDisabled (entPhysicalIndex 30, entStateAdmin 2, entStateAlarm 6)"
"Nov 12 00:38:39.122  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP7: SNMP trap generated: Fru Failed (jnxFruContentsIndex 7, jnxFruL1Index 9, jnxFruL2Index 0, jnxFruL3Index 0, jnxFruName FPC: MPCE Type 3 3D @ 8/*/*, jnxFruType 3, jnxFruSlot 8)"
"Nov 12 00:38:39.427  timex-re0 rpd[22151]: %DAEMON-4: bgp_listen_accept: Connection attempt from unconfigured neighbor: 192.168.0.26+52006"
"Nov 12 00:38:39.427  timex-re0 rpd[22151]: %DAEMON-4: bgp_listen_accept:5634: NOTIFICATION sent to 192.168.0.26+52006 (proto): code 6 (Cease) subcode 5 (Connection Rejected), Reason: Connection attempt from unconfigured neighbor: 192.168.0.26+52006"
"Nov 12 00:38:42.226  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP10: SNMP trap generated: FRU power on (jnxFruContentsIndex 7, jnxFruL1Index 5, jnxFruL2Index 0, jnxFruL3Index 0, jnxFruName FPC: MPC4E 3D 2CGE+8XGE @ 4/*/*, jnxFruType 3, jnxFruSlot 4, jnxFruOfflineReason 2, jnxFruLastPowerOff 0, jnxFruLastPowerOn 65375913)"
"Nov 12 00:38:53.288  timex-re0 chassisd[21683]: %DAEMON-3-CHASSISD_POWER_CHECK: FPC 4 not powering up"
"Nov 12 00:38:53.288  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP3: ENTITY trap generated: entStateOperDisabled (entPhysicalIndex 26, entStateAdmin 2, entStateAlarm 6)"
"Nov 12 00:38:53.288  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP0: ENTITY trap generated: entConfigChanged"
"Nov 12 00:38:53.528  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP10: SNMP trap generated: Fru Offline (jnxFruContentsIndex 7, jnxFruL1Index 5, jnxFruL2Index 0, jnxFruL3Index 0, jnxFruName FPC: MPC4E 3D 2CGE+8XGE @ 4/*/*, jnxFruType 3, jnxFruSlot 4, jnxFruOfflineReason 3, jnxFruLastPowerOff 0, jnxFruLastPowerOn 65375913)"
"Nov 12 00:38:53.528  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP3: ENTITY trap generated: entStateOperDisabled (entPhysicalIndex 26, entStateAdmin 2, entStateAlarm 6)"
"Nov 12 00:38:53.528  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP7: SNMP trap generated: Fru Failed (jnxFruContentsIndex 7, jnxFruL1Index 5, jnxFruL2Index 0, jnxFruL3Index 0, jnxFruName FPC: MPC4E 3D 2CGE+8XGE @ 4/*/*, jnxFruType 3, jnxFruSlot 4)"
"Nov 12 00:38:54.454  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP10: SNMP trap generated: FRU power on (jnxFruContentsIndex 7, jnxFruL1Index 9, jnxFruL2Index 0, jnxFruL3Index 0, jnxFruName FPC: MPCE Type 3 3D @ 8/*/*, jnxFruType 3, jnxFruSlot 8, jnxFruOfflineReason 2, jnxFruLastPowerOff 0, jnxFruLastPowerOn 65377135)"
"Nov 12 00:39:06.009  timex-re0 chassisd[21683]: %DAEMON-3-CHASSISD_POWER_CHECK: FPC 8 not powering up"
"Nov 12 00:39:06.009  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP3: ENTITY trap generated: entStateOperDisabled (entPhysicalIndex 30, entStateAdmin 2, entStateAlarm 6)"
"Nov 12 00:39:06.009  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP0: ENTITY trap generated: entConfigChanged"
"Nov 12 00:39:06.248  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP10: SNMP trap generated: Fru Offline (jnxFruContentsIndex 7, jnxFruL1Index 9, jnxFruL2Index 0, jnxFruL3Index 0, jnxFruName FPC: MPCE Type 3 3D @ 8/*/*, jnxFruType 3, jnxFruSlot 8, jnxFruOfflineReason 3, jnxFruLastPowerOff 0, jnxFruLastPowerOn 65377135)"
"Nov 12 00:39:06.249  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP3: ENTITY trap generated: entStateOperDisabled (entPhysicalIndex 30, entStateAdmin 2, entStateAlarm 6)"
"Nov 12 00:39:06.249  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP7: SNMP trap generated: Fru Failed (jnxFruContentsIndex 7, jnxFruL1Index 9, jnxFruL2Index 0, jnxFruL3Index 0, jnxFruName FPC: MPCE Type 3 3D @ 8/*/*, jnxFruType 3, jnxFruSlot 8)"
"Nov 12 00:39:09.318  timex-re0 chassisd[21683]: %DAEMON-5-CHASSISD_SNMP_TRAP10: SNMP trap generated: FRU power on (jnxFruContentsIndex 7, jnxFruL1Index 5, jnxFruL2Index 0, jnxFruL3Index 0, jnxFruName FPC: MPC4E 3D 2CGE+8XGE @ 4/*/*, jnxFruType 3, jnxFruSlot 4, jnxFruOfflineReason 2, jnxFruLastPowerOff 0, jnxFruLastPowerOn 65378622)"
"Nov 12 00:39:11.690  timex-re0 rpd[22151]: %DAEMON-4: bgp_listen_accept: Connection attempt from unconfigured neighbor: 192.168.0.25+65418"
